loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN102117,C202117,26,Male,Graduate,Married,Salaried,43,60500,5042,481,1.115,669,65,0,0,262000,84,15.57,5140,Education,Unsecured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,581673,Urban,AUTO,WestZone,1,12.3,9.4,0.359,0.376,High,Agri,Digital,No,No,Yes,0
LN102118,C202118,21,Male,HighSchool,Married,Business,40,74900,6242,805,1.116,647,79,0,0,180000,36,14.09,6160,Business,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,687924,Urban,AUTO,WestZone,4,3.7,16.7,0.391,0.416,High,MSME,Digital,No,No,No,0
LN102119,C202119,35,Male,PostGraduate,Married,SelfEmployed,7,55000,4583,793,1.966,462,28,0,1,233000,36,16.23,8218,Education,Unsecured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,881999,Urban,AUTO,WestZone,2,10.6,13.6,0.38,0.394,High,Salaried,Digital,No,Yes,No,1
LN102120,C202120,66,Female,Graduate,Married,SelfEmployed,60,157400,13117,509,2.0,646,109,0,0,1146000,36,12.4,38283,Home,Secured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,479353,Rural,AUTO,SouthZone,3,0.2,13.3,0.366,0.313,Medium,Salaried,Branch,No,No,No,0
LN102121,C202121,47,Male,PostGraduate,Married,Salaried,4,228400,19033,4942,2.0,510,0,1,1,1318000,48,19.03,39429,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,619962,SemiUrban,AUTO,WestZone,4,19.7,12.0,0.407,0.374,Low,Agri,Digital,Yes,Yes,Yes,0
LN102122,C202122,37,Female,Graduate,Married,SelfEmployed,23,68000,5667,221,2.0,604,0,0,0,217000,12,13.95,19479,Education,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,716552,SemiUrban,AUTO,WestZone,3,52.9,12.5,0.303,0.319,Low,Mixed,Branch,No,No,No,1
LN102123,C202123,34,Male,Graduate,Married,Salaried,95,49300,4108,210,0.815,678,173,0,0,93000,36,13.09,3138,Home,Secured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,247895,Urban,AUTO,EastZone,2,34.5,27.3,0.786,0.844,High,MSME,Branch,Yes,Yes,No,1
LN102124,C202124,38,Male,HighSchool,Married,Salaried,1,58700,4892,87,1.061,487,0,1,0,166000,48,20.56,5101,Personal,Unsecured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,947205,Urban,AUTO,SouthZone,4,2.0,20.0,0.629,0.536,High,MSME,Partner,No,No,No,1
LN102125,C202125,44,Male,PostGraduate,Married,Farmer,16,61300,5108,1074,1.088,607,40,0,0,206000,72,16.12,4482,Business,Unsecured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,899998,Rural,AUTO,SouthZone,1,0.2,17.9,0.332,0.407,Medium,MSME,Digital,No,No,No,1
LN102126,C202126,23,Male,Graduate,Single,Business,8,100200,8350,863,2.0,577,7,1,0,765000,18,18.91,49144,Personal,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,948613,SemiUrban,AUTO,WestZone,3,2.4,18.6,0.543,0.432,Low,Salaried,Partner,No,Yes,No,1
LN102127,C202127,51,Female,Graduate,Married,Business,6,96500,8042,1317,1.57,585,0,0,0,333000,36,13.55,11309,Home,Secured,2024-01-01,Active,0,Repeat,West Bengal,Unknown,Unknown,818059,SemiUrban,AUTO,EastZone,0,22.6,20.2,0.533,0.54,Medium,MSME,Digital,Yes,Yes,No,0
LN102128,C202128,46,Male,Graduate,Single,Salaried,9,76600,6383,73,2.0,696,18,0,0,666000,60,13.13,15198,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,571816,Urban,AUTO,SouthZone,3,19.4,9.5,0.384,0.373,High,Salaried,Branch,No,Yes,No,0
LN102129,C202129,46,Female,PostGraduate,Single,Business,72,80800,6733,278,0.743,756,151,0,1,256000,84,13.49,4726,Business,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,540702,Rural,AUTO,WestZone,1,14.1,13.1,0.474,0.395,Low,Salaried,Branch,No,Yes,Yes,0
LN102130,C202130,43,Male,Graduate,Married,Salaried,19,74800,6233,82,2.0,693,9,0,0,617000,60,13.31,14137,Home,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,164573,Urban,AUTO,WestZone,1,6.3,16.4,0.487,0.487,High,MSME,Branch,No,No,No,0
LN102131,C202131,38,Male,HighSchool,Single,Business,8,27000,2250,521,1.576,603,2,2,0,156000,72,11.7,3026,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,600445,Urban,AUTO,WestZone,1,3.8,16.8,0.315,0.362,Medium,Salaried,Field,No,Yes,No,1
LN102132,C202132,46,Male,Other,Single,Salaried,94,25900,2158,192,2.0,524,167,0,0,157000,18,11.66,9549,Home,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,915245,Urban,AUTO,CentralZone,3,62.5,13.9,0.527,0.465,High,MSME,Branch,No,No,No,0
LN102133,C202133,45,Female,PostGraduate,Single,Salaried,13,159100,13258,1754,2.0,747,0,1,0,1300000,18,14.15,80581,Personal,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,381233,Urban,AUTO,SouthZone,0,10.3,9.8,0.46,0.325,High,Salaried,Branch,No,No,No,0
LN102134,C202134,33,Female,Graduate,Single,Farmer,27,32700,2725,847,1.53,589,60,1,0,113000,48,18.03,3321,Vehicle,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,616259,Urban,AUTO,SouthZone,1,11.0,17.0,0.389,0.433,Medium,MSME,Branch,No,No,No,1
LN102135,C202135,31,Female,PostGraduate,Married,Salaried,27,72700,6058,488,2.0,499,39,0,0,507000,24,13.13,24135,Agri,Secured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,908010,SemiUrban,AUTO,NorthZone,2,6.8,20.9,0.826,0.741,Medium,MSME,Branch,No,Yes,No,1
LN102136,C202136,39,Male,HighSchool,Married,Business,35,46500,3875,119,2.0,510,0,0,1,718000,72,17.36,16117,Education,Unsecured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,677454,Rural,AUTO,WestZone,0,5.3,16.1,0.383,0.409,Medium,Agri,Digital,Yes,No,Yes,1
LN102137,C202137,56,Female,HighSchool,Married,Salaried,7,58800,4900,348,1.151,531,13,0,0,150000,36,16.25,5292,Agri,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,914031,Rural,AUTO,SouthZone,1,5.8,14.7,0.251,0.307,Medium,Salaried,Branch,No,Yes,No,0
LN102138,C202138,23,Male,Graduate,Married,Business,35,279600,23300,5728,1.335,525,54,0,0,1496000,120,16.35,25387,Personal,Unsecured,2024-01-01,Active,1,New,Tamil Nadu,Unknown,Unknown,378976,SemiUrban,AUTO,SouthZone,3,4.4,13.6,0.29,0.352,Low,Salaried,Digital,No,Yes,No,1
LN102139,C202139,21,Female,HighSchool,Married,Salaried,85,53100,4425,112,1.452,714,132,0,0,135000,24,11.32,6312,Vehicle,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,871268,Urban,AUTO,WestZone,4,1.7,19.0,0.619,0.577,Medium,Salaried,Branch,Yes,Yes,No,0
LN102140,C202140,39,Female,PostGraduate,Single,SelfEmployed,2,211000,17583,30,1.5,626,19,1,0,553000,24,13.23,26350,Vehicle,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,425251,Rural,AUTO,CentralZone,2,5.3,21.2,0.613,0.573,Low,Salaried,Branch,Yes,No,No,1
LN102141,C202141,38,Male,PostGraduate,Married,Salaried,14,98800,8233,831,1.414,678,35,0,0,535000,72,13.26,10813,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,581494,Urban,AUTO,EastZone,3,8.8,14.5,0.374,0.454,High,MSME,Branch,No,No,No,0
LN102142,C202142,40,Male,Graduate,Married,Farmer,77,151000,12583,1016,2.0,383,115,0,1,1120000,24,20.89,57491,Education,Unsecured,2024-01-01,Active,1,Repeat,Telangana,Unknown,Unknown,432859,Urban,AUTO,SouthZone,3,13.4,13.2,0.39,0.424,High,MSME,Branch,Yes,Yes,Yes,1
LN102143,C202143,40,Female,PostGraduate,Married,Salaried,9,110400,9200,1427,2.0,697,40,0,0,1262000,60,17.91,31985,Business,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,515528,Rural,AUTO,CentralZone,2,7.9,21.4,0.503,0.541,Low,Salaried,Field,No,No,No,1
LN102144,C202144,35,Female,HighSchool,Married,Salaried,2,29500,2458,707,2.0,682,0,0,0,249000,84,13.28,4568,Education,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,602370,SemiUrban,AUTO,SouthZone,0,0.5,13.8,0.42,0.402,Medium,Mixed,Digital,No,No,No,0
LN102145,C202145,55,Male,Graduate,Married,SelfEmployed,1,87200,7267,192,2.0,461,8,0,1,506000,18,15.43,31669,Vehicle,Secured,2024-01-01,Active,1,New,West Bengal,Unknown,Unknown,470047,Urban,AUTO,EastZone,1,0.7,20.6,0.55,0.548,High,MSME,Digital,No,No,No,1
LN102146,C202146,21,Female,PostGraduate,Single,Salaried,11,114100,9508,128,1.503,536,0,0,0,724000,84,15.47,14162,Business,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,503516,SemiUrban,AUTO,EastZone,2,4.2,15.9,0.618,0.62,Medium,MSME,Digital,Yes,Yes,No,1
LN102147,C202147,28,Female,PostGraduate,Divorced,Farmer,14,36300,3025,133,1.159,693,0,0,0,187000,72,9.01,3372,Business,Unsecured,2024-01-01,Active,0,TopUp,Tamil Nadu,Unknown,Unknown,761706,SemiUrban,AUTO,SouthZone,1,58.9,15.3,0.227,0.451,Medium,Agri,Digital,Yes,No,Yes,0
LN102148,C202148,36,Male,Graduate,Married,Salaried,11,42300,3525,127,1.05,584,0,0,0,226000,120,14.49,3576,Education,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,604911,Rural,AUTO,WestZone,3,2.5,16.2,0.517,0.513,Medium,Salaried,Digital,Yes,No,No,0
LN102149,C202149,21,Male,HighSchool,Married,Salaried,11,36300,3025,1247,0.808,713,18,0,0,63000,84,14.46,1197,Education,Unsecured,2024-01-01,Active,0,TopUp,Andhra Pradesh,Unknown,Unknown,614358,Urban,AUTO,SouthZone,4,16.2,17.8,0.578,0.537,High,Salaried,Branch,No,Yes,No,0
LN102150,C202150,35,Female,HighSchool,Single,SelfEmployed,47,24300,2025,54,1.709,602,31,0,0,99000,36,14.49,3407,Business,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,358862,Urban,AUTO,WestZone,3,1.6,13.8,0.531,0.394,High,Agri,Branch,Yes,Yes,No,1
LN102151,C202151,57,Male,Graduate,Single,Farmer,31,58100,4842,11,2.0,562,25,0,0,815000,48,16.37,23252,Personal,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,102758,Rural,AUTO,WestZone,1,9.2,17.8,0.662,0.545,Medium,Salaried,Branch,Yes,No,Yes,1
LN102152,C202152,38,Male,Graduate,Divorced,SelfEmployed,9,73300,6108,827,1.898,592,54,0,0,331000,36,10.56,10768,Home,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,243458,Urban,AUTO,NorthZone,1,5.1,24.0,0.678,0.671,Medium,Agri,Field,No,No,Yes,0
LN102153,C202153,40,Male,HighSchool,Single,Business,13,67100,5592,624,2.0,444,12,2,0,455000,48,15.41,12758,Home,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,938871,Urban,AUTO,WestZone,3,15.2,14.8,0.352,0.396,High,MSME,Branch,No,No,No,0
LN102154,C202154,22,Female,Graduate,Married,Business,109,79000,6583,283,0.833,634,174,0,0,211000,60,16.6,5199,Business,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,483043,Rural,AUTO,NorthZone,4,1.6,22.1,0.633,0.576,Medium,MSME,Field,Yes,No,No,0
LN102155,C202155,30,Female,PostGraduate,Single,Unemployed,28,50900,4242,49,1.273,427,21,0,1,275000,120,20.2,5351,Personal,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,938277,Rural,AUTO,SouthZone,0,7.6,14.8,0.342,0.428,Medium,MSME,Digital,No,No,Yes,1
LN102156,C202156,33,Male,Graduate,Married,Farmer,78,17000,1417,47,1.085,454,83,0,0,50000,48,18.8,1490,Business,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,798555,SemiUrban,AUTO,SouthZone,1,10.8,15.0,0.288,0.384,Low,Salaried,Digital,No,No,No,0
LN102157,C202157,34,Female,HighSchool,Single,Unemployed,26,12000,1000,73,2.0,402,14,1,0,60000,36,19.57,2217,Vehicle,Secured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,750252,Urban,AUTO,WestZone,3,50.0,14.3,0.395,0.348,Medium,MSME,Digital,No,No,No,1
LN102158,C202158,53,Female,Other,Single,Salaried,35,23400,1950,144,2.0,558,77,0,0,197000,72,15.62,4232,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,216550,SemiUrban,AUTO,EastZone,2,40.1,19.8,0.604,0.575,Low,Salaried,Digital,Yes,Yes,No,0
LN102159,C202159,44,Male,Graduate,Single,Salaried,13,70100,5842,776,2.0,680,12,0,0,539000,24,11.99,25370,Home,Secured,2024-01-01,Active,0,Repeat,West Bengal,Unknown,Unknown,367132,SemiUrban,AUTO,EastZone,2,10.8,18.4,0.481,0.535,Medium,Mixed,Digital,No,Yes,No,0
LN102160,C202160,24,Female,PostGraduate,Married,Salaried,125,67700,5642,494,1.467,569,190,1,0,157000,24,17.26,7782,Personal,Unsecured,2024-01-01,Active,1,TopUp,Uttar Pradesh,Unknown,Unknown,614054,SemiUrban,AUTO,NorthZone,1,28.1,22.7,0.514,0.657,Low,Salaried,Branch,Yes,No,No,0
LN102161,C202161,40,Female,HighSchool,Single,Farmer,29,30200,2517,376,0.916,662,26,0,0,97000,72,12.67,1930,Home,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,542789,Urban,AUTO,SouthZone,0,4.8,18.5,0.597,0.474,High,Mixed,Field,No,Yes,No,0
LN102162,C202162,43,Female,Graduate,Single,Farmer,26,51000,4250,503,2.0,673,56,0,0,223000,36,18.82,8154,Business,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,128682,Urban,AUTO,WestZone,4,3.4,14.9,0.366,0.345,Medium,MSME,Digital,No,Yes,Yes,0
LN102163,C202163,51,Female,Graduate,Married,Business,49,66800,5567,1872,1.582,681,107,0,0,194000,36,17.18,6934,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,325465,Urban,AUTO,NorthZone,2,10.8,22.8,0.605,0.69,Medium,Agri,Branch,Yes,No,No,0
LN102164,C202164,56,Male,Graduate,Single,Salaried,32,67100,5592,328,0.798,780,101,0,0,186000,60,11.98,4136,Personal,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,730406,Urban,AUTO,SouthZone,4,15.2,12.2,0.345,0.352,High,Mixed,Field,Yes,Yes,Yes,0
LN102165,C202165,25,Male,Graduate,Single,Salaried,31,48100,4008,159,0.88,670,62,1,0,124000,48,13.66,3367,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,264553,SemiUrban,AUTO,NorthZone,2,7.5,22.7,0.698,0.68,Low,Salaried,Branch,No,Yes,No,0
LN102166,C202166,28,Male,HighSchool,Single,Business,13,49200,4100,67,1.1,649,0,0,0,242000,72,9.65,4441,Home,Secured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,788642,SemiUrban,AUTO,WestZone,2,2.8,13.5,0.275,0.342,Medium,Agri,Branch,No,Yes,Yes,1
LN102167,C202167,22,Female,Graduate,Married,Salaried,5,46500,3875,107,1.843,581,0,0,0,278000,60,17.84,7035,Home,Secured,2024-01-01,Active,1,Repeat,Madhya Pradesh,Unknown,Unknown,120651,Rural,AUTO,CentralZone,1,28.5,18.4,0.565,0.657,Medium,Mixed,Partner,No,No,No,1
LN102168,C202168,35,Other,Graduate,Divorced,SelfEmployed,15,87800,7317,12,2.0,419,54,0,0,232000,12,20.05,21497,Vehicle,Secured,2024-01-01,Active,1,Repeat,Tamil Nadu,Unknown,Unknown,623339,Urban,AUTO,SouthZone,1,4.2,18.6,0.467,0.474,Medium,MSME,Partner,Yes,No,Yes,1
LN102169,C202169,43,Male,HighSchool,Married,SelfEmployed,19,71100,5925,568,1.419,629,0,0,0,293000,48,12.85,7839,Agri,Secured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,796557,SemiUrban,AUTO,EastZone,0,8.8,19.4,0.549,0.525,Low,Agri,Branch,No,No,Yes,0
LN102170,C202170,49,Male,Other,Single,Salaried,75,18900,1575,21,1.606,521,110,0,0,50000,24,18.52,2509,Business,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,624510,Rural,AUTO,SouthZone,1,31.3,13.7,0.444,0.361,Low,Salaried,Partner,No,No,No,1
LN102171,C202171,37,Male,PostGraduate,Divorced,Unemployed,4,28300,2358,142,2.0,410,30,2,0,202000,72,26.28,5601,Personal,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,113001,Rural,AUTO,WestZone,2,2.2,17.5,0.57,0.619,Medium,Salaried,Field,No,No,Yes,1
LN102172,C202172,34,Female,PostGraduate,Divorced,Salaried,77,72100,6008,1201,2.0,540,155,0,0,368000,48,20.35,11267,Business,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,805581,Rural,AUTO,WestZone,1,20.0,18.0,0.554,0.557,Low,Salaried,Partner,Yes,Yes,No,0
LN102173,C202173,39,Male,Graduate,Single,Farmer,8,49100,4092,325,1.35,654,0,0,0,153000,36,13.61,5200,Personal,Unsecured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,947964,Rural,AUTO,WestZone,2,0.7,18.8,0.516,0.397,Low,Salaried,Branch,Yes,No,No,0
LN102174,C202174,27,Female,HighSchool,Married,SelfEmployed,76,54700,4558,436,2.0,680,117,0,0,303000,36,12.12,10081,Business,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,957062,Urban,AUTO,WestZone,2,22.9,18.2,0.406,0.513,Medium,Salaried,Field,Yes,No,Yes,0
LN102175,C202175,63,Male,Graduate,Divorced,Salaried,1,25100,2092,41,2.0,644,0,0,0,169000,36,16.88,6015,Education,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,341438,SemiUrban,AUTO,EastZone,2,17.1,18.0,0.495,0.472,Medium,MSME,Branch,No,No,Yes,1
LN102176,C202176,21,Male,PostGraduate,Divorced,Farmer,16,63900,5325,61,0.787,515,6,0,0,235000,120,17.3,4129,Agri,Secured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,544984,SemiUrban,AUTO,WestZone,3,0.7,14.8,0.389,0.331,Low,Agri,Branch,Yes,No,No,1
LN102177,C202177,40,Male,HighSchool,Married,Business,12,42600,3550,73,0.765,579,47,0,0,92000,48,16.71,2641,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,308274,Rural,AUTO,WestZone,4,23.7,11.4,0.466,0.346,Medium,Salaried,Branch,No,Yes,No,1
LN102178,C202178,62,Female,Graduate,Married,Farmer,7,65300,5442,326,0.662,716,24,0,0,219000,120,13.04,3275,Personal,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,864112,Urban,AUTO,CentralZone,0,25.0,15.6,0.598,0.497,Medium,Salaried,Branch,Yes,No,No,0
LN102179,C202179,38,Male,Graduate,Married,SelfEmployed,2,46000,3833,19,1.479,581,0,0,0,242000,60,14.16,5651,Agri,Secured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,781659,Urban,AUTO,EastZone,0,4.8,19.9,0.63,0.666,High,Salaried,Branch,No,Yes,No,0
LN102180,C202180,35,Female,HighSchool,Married,Business,35,60500,5042,359,0.912,563,47,0,0,193000,84,19.61,4241,Business,Unsecured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,890047,SemiUrban,AUTO,SouthZone,4,1.6,15.1,0.562,0.497,Low,Mixed,Branch,No,No,No,1
LN102181,C202181,33,Male,Graduate,Married,Farmer,10,48600,4050,989,2.0,711,5,0,0,370000,18,15.33,23140,Business,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,734590,Urban,AUTO,WestZone,4,8.6,14.3,0.473,0.369,High,Salaried,Digital,Yes,Yes,No,0
LN102182,C202182,35,Male,Other,Married,Salaried,107,85000,7083,195,2.0,817,170,0,0,903000,12,6.0,77718,Vehicle,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,984420,SemiUrban,AUTO,CentralZone,3,4.5,17.4,0.527,0.548,Low,Salaried,Branch,Yes,No,No,0
LN102183,C202183,54,Male,PostGraduate,Divorced,Salaried,44,299500,24958,2268,1.964,619,111,0,0,1704000,48,14.21,46744,Home,Secured,2024-01-01,Active,1,New,Andhra Pradesh,Unknown,Unknown,884238,Rural,AUTO,SouthZone,2,31.2,15.7,0.525,0.45,Medium,Salaried,Digital,No,No,No,0
LN102184,C202184,21,Other,Graduate,Married,Salaried,21,89300,7442,42,2.0,504,39,0,1,982000,60,16.62,24205,Personal,Unsecured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,218919,Rural,AUTO,SouthZone,0,5.8,14.2,0.47,0.397,Low,Salaried,Digital,No,No,No,1
LN102185,C202185,56,Female,Graduate,Divorced,Farmer,21,36900,3075,339,2.0,608,24,0,0,141000,18,14.49,8762,Home,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,395589,Rural,AUTO,CentralZone,0,22.6,19.7,0.421,0.578,Low,MSME,Digital,No,No,No,1
LN102186,C202186,21,Male,HighSchool,Single,SelfEmployed,1,46000,3833,327,2.0,575,0,0,0,367000,36,17.02,13088,Personal,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,441722,Rural,AUTO,CentralZone,3,8.6,15.9,0.442,0.448,Medium,Mixed,Branch,No,Yes,Yes,1
LN102187,C202187,34,Female,Graduate,Single,Salaried,32,80200,6683,1878,1.635,752,57,0,0,582000,84,7.93,9051,Home,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,409762,Urban,AUTO,EastZone,4,9.7,22.1,0.724,0.727,High,MSME,Partner,Yes,Yes,Yes,0
LN102188,C202188,32,Male,PostGraduate,Married,Salaried,39,130100,10842,422,2.0,534,16,1,0,1173000,48,12.83,31370,Agri,Secured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,859223,Urban,AUTO,SouthZone,0,22.0,14.4,0.547,0.451,High,MSME,Branch,No,Yes,Yes,1
LN102189,C202189,45,Male,Graduate,Married,Salaried,4,74000,6167,1176,2.0,560,32,1,0,813000,36,14.28,27897,Home,Secured,2024-01-01,Active,1,Repeat,Bihar,Unknown,Unknown,710776,Urban,AUTO,EastZone,1,22.6,26.3,0.713,0.744,High,MSME,Field,No,Yes,No,1
LN102190,C202190,21,Male,PostGraduate,Married,Farmer,24,91400,7617,310,2.0,575,40,0,0,190000,12,17.9,17410,Vehicle,Secured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,651592,Urban,AUTO,NorthZone,4,43.5,20.9,0.582,0.636,High,Salaried,Digital,No,Yes,No,1
LN102191,C202191,43,Female,Graduate,Divorced,Farmer,13,71000,5917,764,1.211,659,16,2,0,344000,72,10.18,6404,Home,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,122906,Urban,AUTO,WestZone,2,6.1,15.5,0.639,0.527,High,Salaried,Branch,Yes,Yes,No,1
LN102192,C202192,62,Male,Graduate,Married,Farmer,14,126000,10500,371,0.892,522,11,0,0,302000,48,18.79,8996,Personal,Unsecured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,334524,Urban,AUTO,WestZone,4,12.7,15.4,0.223,0.364,Medium,MSME,Partner,Yes,Yes,No,1
LN102193,C202193,21,Male,Graduate,Married,Business,40,34000,2833,949,2.0,688,58,0,0,109000,12,14.38,9806,Agri,Secured,2024-01-01,Active,0,TopUp,Rajasthan,Unknown,Unknown,774543,Urban,AUTO,WestZone,3,20.0,13.5,0.527,0.536,High,Agri,Field,Yes,No,No,0
LN102194,C202194,40,Male,PostGraduate,Married,Salaried,21,191500,15958,3273,2.0,600,8,0,0,901000,12,11.51,79846,Business,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,573191,Urban,AUTO,EastZone,1,38.7,24.2,0.753,0.768,Medium,Salaried,Digital,No,Yes,No,0
LN102195,C202195,30,Male,Graduate,Married,Business,8,90200,7517,576,2.0,483,0,0,1,1298000,36,18.98,47566,Education,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,411189,Urban,AUTO,SouthZone,3,11.7,13.7,0.273,0.341,Medium,Salaried,Partner,No,Yes,No,1
LN102196,C202196,43,Male,Other,Divorced,SelfEmployed,9,28300,2358,590,2.0,534,26,0,1,319000,24,21.58,16483,Education,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,920989,Rural,AUTO,EastZone,1,15.4,24.1,0.858,0.777,Low,Salaried,Branch,No,No,No,1
LN102197,C202197,38,Male,PostGraduate,Married,Business,41,71300,5942,278,1.376,494,43,0,0,218000,36,18.18,7901,Vehicle,Secured,2024-01-01,Active,1,New,Andhra Pradesh,Unknown,Unknown,466867,Rural,AUTO,SouthZone,3,10.2,18.1,0.511,0.473,Low,Salaried,Field,Yes,Yes,Yes,1
LN102198,C202198,30,Male,PostGraduate,Single,SelfEmployed,1,139800,11650,1209,1.671,504,6,0,1,975000,120,19.09,18258,Home,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,692750,Rural,AUTO,SouthZone,2,36.5,16.4,0.421,0.418,Low,MSME,Digital,No,Yes,Yes,1
LN102199,C202199,43,Female,PostGraduate,Married,SelfEmployed,48,122200,10183,1748,2.0,760,67,0,0,2400000,84,13.41,44197,Vehicle,Secured,2024-01-01,Active,0,TopUp,Madhya Pradesh,Unknown,Unknown,963250,Urban,AUTO,CentralZone,4,47.1,17.6,0.583,0.492,Medium,Salaried,Partner,No,No,No,0
LN102200,C202200,59,Male,Graduate,Single,Salaried,31,35000,2917,67,0.982,643,77,0,0,85000,36,11.35,2797,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,340505,Urban,AUTO,NorthZone,2,8.5,20.1,0.8,0.644,High,Agri,Branch,No,No,No,0
